timestamp,vehicleID,tripID,drive_day,lat,lon,speed_kmph,heading_deg,event,fuel_l_cumulative,ts_s
2025-08-16 08:00:00,WB4222,trip-0001,1,25.60958,85.12369,62.1,47.6,HarshBraking,0.051,0
2025-08-16 08:01:00,WB4222,trip-0001,1,25.610175,85.124414,59.2,47.6,,0.101,60
2025-08-16 08:02:00,WB4222,trip-0001,1,25.609612,85.133676,62.9,93.9,Overspeed,0.153,120
2025-08-16 08:03:00,WB4222,trip-0001,1,25.601851,85.133675,64.1,180.0,Overspeed,0.206,180
2025-08-16 08:04:00,WB4222,trip-0001,1,25.601005,85.134013,60.4,160.2,HarshBraking,0.256,240
2025-08-16 08:05:00,WB4222,trip-0001,1,25.594928,85.132247,58.7,194.7,,0.305,300
2025-08-16 08:06:00,WB4222,trip-0001,1,25.593817,85.13192,57.2,194.9,,0.353,360
2025-08-16 08:07:00,WB4222,trip-0001,1,25.592624,85.13158,62.2,194.4,Overspeed,0.405,420
2025-08-16 08:08:00,WB4222,trip-0001,1,25.588032,85.130277,58.8,194.4,,0.454,480
2025-08-16 08:09:00,WB4222,trip-0001,1,25.584374,85.129072,63.5,196.5,HarshAcceleration,0.519,540
2025-08-16 08:10:00,WB4222,trip-0001,1,25.568972,85.124689,63.4,194.4,Overspeed,0.572,600
2025-08-16 08:11:00,WB4222,trip-0001,1,25.563581,85.12314,59.7,194.5,,0.622,660
2025-08-16 08:12:00,WB4222,trip-0001,1,25.551404,85.119681,64.7,194.4,Overspeed,0.675,720
2025-08-16 08:13:00,WB4222,trip-0001,1,25.548833,85.118971,57.7,194.0,,0.723,780
2025-08-16 08:14:00,WB4222,trip-0001,1,25.537668,85.115558,63.8,195.4,Overspeed,0.776,840
2025-08-16 08:15:00,WB4222,trip-0001,1,25.52556,85.110141,63.5,202.0,Overspeed,0.828,900
2025-08-16 08:16:00,WB4222,trip-0001,1,25.504682,85.104515,61.3,193.7,Overspeed,0.879,960
2025-08-16 08:17:00,WB4222,trip-0001,1,25.503689,85.104992,60.0,156.5,Overspeed,0.929,1020
2025-08-16 08:18:00,WB4222,trip-0001,1,25.500517,85.106102,63.6,162.5,Overspeed,0.981,1080
2025-08-16 08:19:00,WB4222,trip-0001,1,25.499628,85.105956,63.9,188.5,Overspeed,1.034,1140
2025-08-16 08:20:00,WB4222,trip-0001,1,25.498058,85.105736,62.6,187.2,Overspeed,1.086,1200
2025-08-16 08:21:00,WB4222,trip-0001,1,25.496929,85.105584,58.8,186.9,,1.135,1260
2025-08-16 08:22:00,WB4222,trip-0001,1,25.495896,85.105451,57.6,186.6,,1.183,1320
2025-08-16 08:23:00,WB4222,trip-0001,1,25.494727,85.105254,57.8,188.6,,1.232,1380
2025-08-16 08:24:00,WB4222,trip-0001,1,25.493839,85.105101,62.1,188.8,Overspeed,1.283,1440
2025-08-16 08:25:00,WB4222,trip-0001,1,25.49295,85.104949,60.0,188.8,,1.333,1500
2025-08-16 08:26:00,WB4222,trip-0001,1,25.489157,85.102325,59.1,212.0,,1.383,1560
2025-08-16 08:27:00,WB4222,trip-0001,1,25.487109,85.100697,62.2,215.7,Overspeed,1.434,1620
