timestamp,vehicleID,tripID,drive_day,lat,lon,speed_kmph,heading_deg,event,fuel_l_cumulative,ts_s
2025-09-03 08:00:00,WB4111,trip-0005,1,23.37015,85.32502,62.1,74.2,HarshBraking,0.051,0
2025-09-03 08:01:00,WB4111,trip-0005,1,23.371373,85.329718,59.2,74.2,,0.101,60
2025-09-03 08:02:00,WB4111,trip-0005,1,23.371271,85.331771,62.9,93.1,Overspeed,0.153,120
2025-09-03 08:03:00,WB4111,trip-0005,1,23.368893,85.339899,64.1,107.7,Overspeed,0.206,180
2025-09-03 08:04:00,WB4111,trip-0005,1,23.367571,85.340668,60.4,151.9,HarshBraking,0.256,240
2025-09-03 08:05:00,WB4111,trip-0005,1,23.366816,85.341761,58.7,127.0,,0.305,300
2025-09-03 08:06:00,WB4111,trip-0005,1,23.365372,85.343793,57.2,127.7,,0.353,360
2025-09-03 08:07:00,WB4111,trip-0005,1,23.363232,85.348476,62.2,116.5,Overspeed,0.405,420
2025-09-03 08:08:00,WB4111,trip-0005,1,23.362893,85.349393,58.8,111.9,,0.454,480
2025-09-03 08:09:00,WB4111,trip-0005,1,23.361029,85.354379,63.5,112.2,HarshAcceleration,0.519,540
2025-09-03 08:10:00,WB4111,trip-0005,1,23.355444,85.363499,63.4,123.7,Overspeed,0.572,600
2025-09-03 08:11:00,WB4111,trip-0005,1,23.347874,85.371241,59.7,136.8,,0.622,660
2025-09-03 08:12:00,WB4111,trip-0005,1,23.344335,85.372565,64.7,161.0,Overspeed,0.675,720
2025-09-03 08:13:00,WB4111,trip-0005,1,23.341728,85.373872,57.7,155.3,,0.723,780
2025-09-03 08:14:00,WB4111,trip-0005,1,23.33824,85.37377,63.8,181.5,Overspeed,0.776,840
2025-09-03 08:15:00,WB4111,trip-0005,1,23.331151,85.37545,63.5,167.7,Overspeed,0.828,900
2025-09-03 08:16:00,WB4111,trip-0005,1,23.32889,85.377554,61.3,139.5,Overspeed,0.879,960
2025-09-03 08:17:00,WB4111,trip-0005,1,23.326544,85.379971,60.0,136.6,Overspeed,0.929,1020
2025-09-03 08:18:00,WB4111,trip-0005,1,23.320343,85.385247,63.6,142.0,Overspeed,0.981,1080
2025-09-03 08:19:00,WB4111,trip-0005,1,23.317318,85.387436,63.9,146.4,Overspeed,1.034,1140
2025-09-03 08:20:00,WB4111,trip-0005,1,23.316054,85.388347,62.6,146.5,Overspeed,1.086,1200
2025-09-03 08:21:00,WB4111,trip-0005,1,23.301186,85.400251,58.8,143.7,,1.135,1260
2025-09-03 08:22:00,WB4111,trip-0005,1,23.292518,85.406054,57.6,148.4,,1.183,1320
2025-09-03 08:23:00,WB4111,trip-0005,1,23.29154,85.406741,57.8,147.1,,1.232,1380
2025-09-03 08:24:00,WB4111,trip-0005,1,23.290579,85.407455,62.1,145.7,Overspeed,1.283,1440
2025-09-03 08:25:00,WB4111,trip-0005,1,23.286375,85.411769,60.0,136.7,,1.333,1500
2025-09-03 08:26:00,WB4111,trip-0005,1,23.283771,85.413296,59.1,151.7,,1.383,1560
2025-09-03 08:27:00,WB4111,trip-0005,1,23.282149,85.414113,62.2,155.2,Overspeed,1.434,1620
2025-09-03 08:28:00,WB4111,trip-0005,1,23.276762,85.417116,58.4,152.9,,1.483,1680
2025-09-03 08:29:00,WB4111,trip-0005,1,23.271948,85.422336,58.3,135.1,,1.532,1740
2025-09-03 08:30:00,WB4111,trip-0005,1,23.269465,85.426367,64.9,123.8,Overspeed,1.585,1800
2025-09-03 08:31:00,WB4111,trip-0005,1,23.269039,85.427229,61.5,118.3,Overspeed,1.636,1860
2025-09-03 08:32:00,WB4111,trip-0005,1,23.268613,85.428091,63.7,118.3,Overspeed,1.689,1920
2025-09-03 08:33:00,WB4111,trip-0005,1,23.268187,85.428954,58.8,118.3,HarshBraking,1.738,1980
2025-09-03 08:34:00,WB4111,trip-0005,1,23.261053,85.439115,59.5,127.4,,1.787,2040
2025-09-03 08:35:00,WB4111,trip-0005,1,23.254653,85.446723,58.7,132.5,,1.837,2100
2025-09-03 08:36:00,WB4111,trip-0005,1,23.245456,85.459956,64.0,127.1,Overspeed,1.889,2160
2025-09-03 08:37:00,WB4111,trip-0005,1,23.242311,85.461196,62.2,160.1,Overspeed,1.941,2220
2025-09-03 08:38:00,WB4111,trip-0005,1,23.241442,85.461533,64.3,160.4,Overspeed,1.994,2280
2025-09-03 08:39:00,WB4111,trip-0005,1,23.23634,85.464005,59.1,156.0,,2.043,2340
2025-09-03 08:40:00,WB4111,trip-0005,1,23.235057,85.465057,61.5,143.0,Overspeed,2.094,2400
2025-09-03 08:41:00,WB4111,trip-0005,1,23.234345,85.465655,61.7,142.4,Overspeed,2.145,2460
2025-09-03 08:42:00,WB4111,trip-0005,1,23.223848,85.474904,60.2,141.0,Overspeed,2.195,2520
2025-09-03 08:43:00,WB4111,trip-0005,1,23.221953,85.476125,65.0,149.4,Overspeed,2.249,2580
2025-09-03 08:44:00,WB4111,trip-0005,1,23.220315,85.477099,57.7,151.4,Overspeed,2.297,2640
2025-09-03 08:45:00,WB4111,trip-0005,1,23.217338,85.479407,57.9,144.5,,2.346,2700
2025-09-03 08:46:00,WB4111,trip-0005,1,23.213375,85.485105,63.3,127.1,Overspeed,2.398,2760
